data;indice_isolamento
04/07/2020;41
05/07/2020;49,2
06/07/2020;40,2
07/07/2020;39,1
08/07/2020;38,8
09/07/2020;39,3
10/07/2020;38
11/07/2020;41,7
12/07/2020;48,4
13/07/2020;40
14/07/2020;40,9
15/07/2020;
